dis,ang1,ang2,collision
49,214,23,1
25,301,214,1
19,348,182,1
26,149,120,1
63,9,146,1
28,187,287,1
43,184,72,1
44,92,232,1
44,232,160,1
19,15,292,1
46,202,272,1
31,281,176,1
50,12,62,1
55,13,86,1
25,331,261,1
20,251,156,1
59,112,236,1
46,314,293,1
56,221,194,1
38,245,113,1
44,28,37,1
27,263,241,1
60,85,340,1
56,168,155,1
57,58,216,1
48,322,124,0
47,41,276,1
29,105,14,1
34,205,210,1
57,150,266,1
27,200,303,1
38,345,16,1
40,296,150,1
33,235,36,1
28,43,154,1
28,284,34,1
32,33,217,1
19,176,325,1
54,338,12,1
31,93,183,1
65,30,208,1
40,16,135,1
54,341,21,1
37,288,289,1
40,128,267,1
20,59,304,1
37,276,159,1
50,359,259,1
51,143,47,1
47,154,32,1
30,162,37,1
24,201,41,1
65,240,223,1
38,210,79,1
60,81,95,1
24,325,135,1
32,25,333,1
26,319,211,1
45,22,239,1
22,344,334,1
36,264,103,0
64,29,45,1
49,310,136,0
40,277,31,1
29,51,348,1
43,183,153,1
53,107,289,1
48,349,22,1
44,169,80,1
47,2,272,1
51,165,311,1
26,208,164,1
58,326,79,0
37,332,5,1
48,45,350,1
47,165,190,1
18,151,127,1
58,300,228,1
59,131,218,1
29,57,111,1
36,39,101,1
21,344,340,1
39,69,194,1
49,201,258,1
52,335,132,0
42,199,304,1
40,317,88,1
25,102,190,1
29,330,331,1
21,13,332,1
18,73,277,1
63,209,102,0
62,196,313,1
51,289,87,0
62,305,136,0
20,322,292,1
57,44,114,1
48,126,120,1
19,68,223,1
19,249,229,1
19,285,260,1
49,86,58,1
48,342,16,1
42,32,333,1
44,317,20,1
32,222,345,1
19,327,278,1
37,262,287,1
40,304,296,1
50,160,356,1
58,48,44,1
58,249,4,0
36,221,117,1
29,14,294,1
29,3,144,1
40,170,350,1
29,101,273,1
50,249,185,1
29,282,332,1
49,45,347,1
29,252,354,1
40,15,272,1
60,223,125,0
55,156,263,1
61,151,125,1
48,51,213,1
43,205,124,1
55,186,217,1
31,349,238,1
25,41,284,1
55,130,165,1
55,108,76,1
23,119,340,1
43,283,275,1
25,199,81,1
59,64,253,1
20,77,181,1
35,11,207,1
33,198,259,1
21,216,314,1
50,20,113,1
40,48,53,1
64,66,278,1
47,85,207,1
51,59,292,1
32,129,286,1
61,158,228,1
19,62,207,1
58,221,107,0
37,46,257,1
47,161,303,1
41,99,278,1
37,270,175,1
24,246,41,1
47,206,78,1
57,141,88,1
37,25,167,1
45,125,356,1
62,101,313,1
23,54,339,1
44,279,336,1
55,276,265,1
27,52,164,1
47,179,347,1
38,47,222,1
30,354,220,1
54,94,123,1
25,109,345,1
60,254,101,0
45,17,55,1
38,283,203,1
19,65,3,1
52,41,208,1
36,339,282,1
62,113,187,1
52,260,174,1
39,202,126,1
34,154,345,1
38,55,36,1
24,50,88,1
43,149,113,1
40,267,123,0
35,93,58,1
56,42,41,1
58,37,356,1
23,252,57,1
44,248,341,1
20,284,210,1
25,127,76,1
53,119,89,1
50,25,156,1
59,142,117,1
45,142,313,1
58,330,40,1
20,273,345,1
53,71,237,1
44,113,123,1
40,211,36,1
48,36,254,1
23,22,1,1
35,336,83,1
30,53,172,1
29,178,265,1
32,30,323,1
55,216,256,1
51,245,151,1
19,334,165,1
31,268,86,1
48,318,13,1
55,285,246,1
22,164,85,1
45,208,41,1
48,174,18,1
64,336,352,1
22,9,98,1
54,195,19,1
64,134,269,1
26,303,341,1
55,200,135,1
20,60,254,1
31,53,356,1
61,236,291,1
39,325,269,1
53,6,138,1
59,230,127,0
50,76,321,1
39,120,265,1
26,39,318,1
56,357,49,1
28,109,179,1
64,103,215,1
50,354,275,1
26,139,39,1
59,290,271,1
52,291,254,1
37,267,7,1
20,51,24,1
20,298,169,1
45,247,118,1
35,158,136,1
45,63,338,1
59,209,131,1
62,355,284,1
40,209,132,1
37,334,348,1
47,69,174,1
34,189,214,1
30,200,41,1
54,53,277,1
30,161,27,1
59,119,231,1
45,329,85,1
24,298,221,1
46,353,314,1
53,25,42,1
51,5,166,1
44,179,320,1
30,151,115,1
50,343,318,1
44,94,345,1
51,57,344,1
60,242,68,0
45,2,144,1
56,331,107,0
49,241,270,1
41,55,51,1
47,84,26,1
57,281,123,0
64,325,61,0
23,357,324,1
55,298,237,1
25,278,297,1
55,36,250,1
47,123,65,1
51,197,122,1
39,352,84,1
30,199,267,1
64,63,276,1
43,73,3,1
47,9,119,1
19,110,210,1
30,333,131,1
50,10,228,1
47,88,249,1
64,165,282,1
22,256,300,1
30,133,42,1
39,303,8,1
58,64,184,1
30,80,213,1
49,269,47,0
52,31,47,1
62,155,223,1
55,161,267,1
54,345,188,1
40,79,346,1
45,37,21,1
39,360,95,1
34,192,59,1
20,44,118,1
19,53,24,1
63,127,302,1
32,321,308,1
52,170,343,1
50,227,159,1
35,247,133,1
18,190,334,1
21,108,130,1
59,163,250,1
50,325,167,1
18,156,92,1
32,334,54,1
37,27,324,1
46,133,287,1
53,311,173,1
20,263,223,1
49,46,211,1
37,282,178,1
53,240,136,1
58,86,352,1
22,162,23,1
50,155,143,1
35,115,210,1
39,122,299,1
49,283,314,1
27,14,350,1
42,232,132,1
23,52,172,1
26,52,349,1
61,38,1,1
55,302,153,0
50,340,207,1
34,198,332,1
61,298,48,0
27,248,313,1
53,122,111,1
58,245,297,1
53,49,114,1
41,347,99,1
27,300,179,1
27,49,97,1
39,221,342,1
29,200,321,1
49,126,179,1
44,184,299,1
57,175,10,1
63,202,38,0
48,323,277,1
30,248,16,1
32,119,341,1
26,108,135,1
60,323,152,0
57,246,282,1
46,123,114,1
48,43,99,1
38,344,352,1
38,159,70,1
25,131,355,1
28,102,336,1
30,20,259,1
37,291,163,1
62,42,148,1
59,341,104,0
28,172,77,1
65,300,315,1
64,255,132,0
47,273,159,1
20,338,290,1
60,15,134,1
37,111,2,1
46,116,245,1
54,294,158,0
49,43,175,1
34,2,272,1
54,69,58,1
43,82,353,1
61,244,24,0
45,184,319,1
47,243,185,1
22,166,226,1
24,49,189,1
27,350,35,1
56,144,141,1
29,121,298,1
40,202,8,1
52,219,51,0
38,288,150,1
33,360,150,1
32,259,315,1
42,220,43,1
52,43,140,1
25,121,306,1
40,213,296,1
48,186,290,1
61,40,359,1
22,61,22,1
33,196,144,1
53,311,14,1
19,249,13,1
40,278,157,1
39,58,348,1
21,339,161,1
24,323,75,1
35,29,94,1
34,193,194,1
36,268,250,1
23,195,124,1
26,151,335,1
39,25,217,1
31,329,64,1
40,73,250,1
23,17,338,1
30,73,328,1
34,254,350,1
22,158,99,1
49,193,314,1
60,261,212,1
19,131,186,1
42,156,32,1
27,207,206,1
26,242,38,1
29,38,272,1
40,206,149,1
45,256,84,0
40,94,176,1
29,26,220,1
44,286,256,1
41,288,79,0
54,108,143,1
50,219,345,1
26,234,93,1
29,101,8,1
48,236,151,1
23,197,232,1
33,299,277,1
37,313,233,1
48,266,168,1
56,352,171,1
40,121,162,1
33,214,120,1
42,14,252,1
19,271,46,1
20,345,149,1
39,54,254,1
32,255,92,1
61,171,205,1
24,53,118,1
29,86,165,1
43,193,55,1
44,358,340,1
29,292,334,1
47,296,273,1
37,348,73,1
26,14,296,1
53,64,171,1
25,8,215,1
34,348,106,1
46,99,55,1
44,38,4,1
24,108,15,1
43,90,256,1
23,339,348,1
21,133,99,1
30,124,26,1
43,183,105,1
46,71,140,1
25,340,113,1
31,28,306,1
35,329,252,1
34,313,63,1
20,273,5,1
44,348,113,1
64,209,2,1
22,203,227,1
33,90,271,1
22,241,75,1
38,223,327,1
61,243,76,0
32,240,176,1
57,194,163,1
22,208,113,1
46,199,71,1
64,78,212,1
50,220,184,1
48,218,137,1
28,151,122,1
52,266,322,1
36,262,275,1
27,63,68,1
48,114,284,1
59,114,205,1
63,2,186,1
31,204,181,1
57,14,255,1
51,337,109,0
54,175,120,1
19,113,197,1
27,185,306,1
37,82,241,1
51,203,213,1
32,223,22,1
50,343,327,1
64,240,130,0
61,228,111,0
63,308,56,0
43,301,343,1
43,309,237,1
42,358,347,1
47,351,235,1
45,125,231,1
47,200,85,1
44,18,239,1
48,113,9,1
60,275,105,0
61,26,120,1
65,3,265,1
62,14,171,1
31,151,220,1
36,360,259,1
30,221,215,1
21,263,177,1
46,122,328,1
30,354,281,1
22,81,28,1
25,250,107,1
36,303,134,1
25,143,184,1
54,104,56,1
28,330,259,1
46,169,116,1
55,39,232,1
46,145,41,1
43,338,26,1
57,77,129,1
61,25,220,1
61,279,345,0
18,154,311,1
35,297,209,1
46,49,213,1
32,51,12,1
37,252,238,1
63,292,288,1
56,244,73,0
58,171,333,1
36,86,216,1
49,120,7,1
37,189,88,1
29,57,96,1
64,306,38,0
26,96,326,1
48,268,114,0
47,223,1,1
61,148,39,1
22,81,109,1
21,92,107,1
47,125,37,1
62,170,69,0
51,316,237,1
32,152,121,1
45,298,214,1
37,82,244,1
49,43,285,1
62,162,19,1
23,59,21,1
61,311,117,0
32,74,125,1
28,137,43,1
28,62,322,1
38,296,24,1
39,324,100,1
59,138,177,1
34,313,341,1
20,86,222,1
43,63,31,1
50,294,49,1
48,154,103,1
24,349,342,1
60,354,301,1
23,60,220,1
26,194,141,1
51,259,191,1
47,348,179,1
23,308,111,1
45,135,93,1
23,358,33,1
36,250,286,1
32,205,77,1
27,220,187,1
19,340,172,1
58,297,68,0
28,56,227,1
21,74,66,1
18,164,347,1
49,155,12,1
51,18,101,1
62,280,171,0
20,72,229,1
46,308,46,1
52,136,51,1
43,347,3,1
44,46,102,1
27,335,237,1
46,343,250,1
21,167,335,1
42,47,126,1
42,120,75,1
41,317,129,0
25,216,160,1
23,342,349,1
56,175,72,1
47,319,226,1
55,192,233,1
37,154,242,1
21,229,182,1
42,29,205,1
45,254,347,1
30,153,183,1
34,77,23,1
50,339,0,1
46,320,311,1
31,15,137,1
34,329,91,1
23,6,49,1
62,233,310,1
43,57,117,1
42,56,297,1
63,314,247,1
41,243,5,1
41,127,240,1
57,359,106,0
63,355,184,1
43,47,148,1
65,113,212,1
35,35,8,1
59,211,202,1
62,216,225,1
22,334,205,1
53,294,261,1
30,40,209,1
33,209,276,1
59,341,304,1
45,200,322,1
55,246,320,1
24,46,316,1
19,74,106,1
24,202,338,1
58,15,245,1
40,263,296,1
59,158,56,1
57,304,46,0
59,324,152,0
63,300,39,0
46,80,327,1
40,158,261,1
53,328,60,1
63,138,72,1
41,234,321,1
52,137,108,1
28,324,156,1
50,136,99,1
58,141,20,1
21,292,276,1
54,267,152,0
50,334,201,1
28,158,14,1
35,113,104,1
61,22,353,1
54,241,113,0
37,136,162,1
44,346,289,1
20,130,247,1
37,87,207,1
54,179,205,1
26,233,154,1
29,342,84,1
21,282,51,1
24,226,318,1
21,229,201,1
37,92,317,1
50,27,285,1
45,218,196,1
35,130,77,1
36,254,157,1
47,12,110,1
33,94,149,1
63,307,304,1
58,170,172,1
63,20,167,1
51,84,93,1
38,10,330,1
49,351,170,1
24,246,272,1
21,341,18,1
24,268,202,1
45,141,106,1
24,105,80,1
60,201,299,1
23,234,326,1
34,292,169,1
34,2,245,1
56,169,125,1
26,142,83,1
37,159,42,1
20,68,184,1
46,303,263,1
45,231,262,1
63,124,271,1
46,179,142,1
55,219,121,1
49,192,223,1
47,222,62,0
31,309,278,1
26,85,58,1
36,116,219,1
22,311,34,1
49,246,330,1
55,328,82,0
25,330,118,1
20,213,217,1
30,171,152,1
35,335,321,1
21,270,63,1
34,111,106,1
24,47,268,1
28,179,334,1
40,110,74,1
50,165,153,1
24,344,64,1
46,145,133,1
37,76,76,1
40,103,350,1
45,114,120,1
48,101,301,1
55,300,167,0
25,7,109,1
22,27,232,1
53,307,343,1
21,92,50,1
23,278,162,1
34,188,312,1
55,136,248,1
57,51,260,1
53,327,160,1
23,6,326,1
46,256,103,0
29,217,285,1
39,306,123,0
55,36,89,1
33,251,284,1
39,36,8,1
33,87,246,1
28,308,347,1
21,141,177,1
39,234,58,0
54,53,306,1
20,346,354,1
37,285,181,1
63,342,293,1
64,57,102,1
45,281,213,1
36,81,150,1
27,57,59,1
62,230,209,1
58,235,261,1
26,279,55,1
33,328,332,1
49,317,293,1
53,142,232,1
25,156,308,1
63,276,256,1
34,12,97,1
55,159,243,1
51,17,24,1
29,19,25,1
38,140,267,1
18,243,2,1
48,217,164,1
37,272,296,1
20,323,117,1
55,212,286,1
52,34,359,1
61,244,214,1
63,4,260,1
36,49,219,1
30,242,36,1
57,294,281,1
42,204,230,1
56,14,32,1
56,186,29,1
20,240,47,1
47,261,193,1
51,268,294,1
24,234,259,1
61,317,305,1
48,74,110,1
46,333,302,1
30,199,119,1
19,25,351,1
56,174,299,1
31,199,324,1
50,93,133,1
34,230,18,1
44,248,12,1
28,1,47,1
61,189,134,1
58,169,28,1
53,350,130,1
26,268,307,1
38,115,311,1
18,37,150,1
29,24,302,1
57,9,127,1
42,277,255,1
23,67,222,1
31,266,314,1
59,85,15,1
43,124,134,1
58,10,199,1
31,178,166,1
29,62,71,1
59,65,280,1
29,351,354,1
45,210,117,1
47,181,106,1
33,26,201,1
44,186,16,1
18,275,224,1
59,35,98,1
62,189,317,1
59,267,67,0
56,315,216,1
47,327,316,1
32,231,95,1
42,104,55,1
48,19,287,1
41,17,337,1
49,244,7,1
53,178,265,1
18,176,271,1
32,152,3,1
40,190,125,1
38,107,90,1
21,316,188,1
20,158,46,1
57,228,241,1
63,47,20,1
63,322,211,1
42,33,190,1
58,85,115,1
23,59,286,1
42,328,188,1
18,282,60,1
22,348,113,1
46,339,244,1
56,218,22,0
61,187,186,1
38,24,278,1
25,249,158,1
22,243,108,1
41,261,295,1
41,39,157,1
34,351,120,1
51,85,2,1
30,123,243,1
42,116,98,1
37,35,226,1
58,295,310,1
31,114,156,1
33,314,119,1
54,145,214,1
53,93,278,1
18,92,281,1
63,67,22,1
41,72,25,1
59,209,128,1
44,302,167,1
35,134,125,1
23,168,80,1
51,243,257,1
24,26,247,1
37,231,343,1
45,343,85,1
45,196,259,1
20,185,117,1
51,170,180,1
61,307,179,0
45,88,93,1
42,152,165,1
34,340,0,1
29,260,139,1
56,214,299,1
53,295,175,1
20,201,295,1
44,13,3,1
55,231,26,0
40,339,130,1
47,213,259,1
60,104,157,1
20,136,306,1
64,348,114,0
53,73,295,1
32,20,347,1
20,55,239,1
37,270,210,1
28,150,350,1
48,156,70,1
29,186,23,1
56,348,226,1
20,207,72,1
45,135,86,1
20,207,63,1
24,71,124,1
54,255,220,1
26,42,11,1
46,179,235,1
56,73,38,1
46,227,231,1
61,169,119,1
61,340,237,1
60,62,256,1
51,193,184,1
65,308,253,1
59,248,277,1
51,204,296,1
27,254,77,1
39,63,208,1
64,130,221,1
65,171,19,1
48,12,101,1
32,344,220,1
63,203,57,0
23,272,33,1
54,251,239,1
37,150,113,1
19,221,114,1
44,359,316,1
26,350,306,1
61,24,172,1
63,132,246,1
50,200,91,1
53,342,266,1
25,272,253,1
35,274,6,1
23,224,103,1
31,221,312,1
19,221,156,1
62,272,79,0
59,295,226,1
48,92,11,1
38,285,264,1
60,120,76,1
65,267,174,0
52,193,171,1
60,160,271,1
32,136,143,1
42,323,315,1
63,291,20,0
38,340,23,1
58,176,269,1
59,108,227,1
42,279,289,1
33,135,311,1
61,192,128,1
61,167,58,1
20,50,9,1
35,253,166,1
64,135,153,1
38,253,77,0
41,175,69,1
28,164,167,1
43,36,58,1
24,17,87,1
46,305,268,1
31,207,114,1
51,171,108,1
42,148,274,1
25,53,326,1
56,168,184,1
64,30,150,1
27,139,159,1
55,260,167,1
50,316,65,1
36,149,40,1
46,143,169,1
18,110,180,1
19,77,299,1
55,112,70,1
64,347,251,1
23,146,88,1
44,16,351,1
58,104,163,1
37,308,111,0
42,247,315,1
44,359,69,1
41,160,251,1
36,161,354,1
20,18,186,1
45,180,175,1
53,331,176,1
37,111,234,1
63,263,92,0
47,315,62,1
45,134,219,1
34,111,13,1
20,16,16,1
55,43,281,1
20,22,21,1
21,285,71,1
57,107,9,1
58,261,195,0
54,30,46,1
32,24,105,1
54,117,323,1
40,215,36,1
53,264,88,0
28,79,270,1
42,93,33,1
47,87,303,1
54,155,9,1
56,248,166,1
34,181,15,1
54,294,165,0
52,182,207,1
27,154,51,1
57,45,185,1
61,118,36,1
18,340,41,1
26,233,31,1
45,50,104,1
59,178,286,1
46,319,289,1
20,38,272,1
28,19,4,1
35,215,141,1
37,304,328,1
54,166,330,1
28,254,229,1
56,105,72,1
53,205,146,1
35,181,251,1
55,331,246,1
26,109,226,1
30,201,329,1
65,171,177,1
52,311,329,1
25,23,318,1
43,98,324,1
31,137,330,1
31,89,68,1
59,143,15,1
44,65,265,1
26,94,132,1
56,330,92,0
42,78,237,1
29,211,242,1
53,194,172,1
59,15,138,1
19,74,185,1
23,134,355,1
26,305,346,1
20,21,60,1
18,297,227,1
46,202,333,1
23,209,193,1
38,7,249,1
61,38,35,1
54,173,112,1
50,336,168,1
30,123,40,1
24,166,310,1
48,217,259,1
40,127,301,1
24,344,84,1
48,291,326,1
44,188,49,1
22,221,219,1
58,0,138,1
29,288,52,1
25,263,83,1
42,169,32,1
38,224,242,1
34,332,282,1
58,353,227,1
51,167,65,1
28,350,169,1
43,88,183,1
46,59,223,1
44,136,326,1
18,128,67,1
50,142,322,1
40,80,305,1
54,64,30,1
40,184,55,1
19,90,118,1
51,215,262,1
21,252,2,1
35,274,313,1
44,279,52,1
38,245,8,1
56,58,320,1
25,331,26,1
44,280,185,1
28,187,85,1
33,186,58,1
50,337,99,0
38,97,78,1
65,174,24,1
23,24,233,1
35,345,278,1
44,55,220,1
53,319,118,0
43,136,137,1
19,70,43,1
43,99,38,1
57,229,237,1
19,143,222,1
29,294,188,1
55,4,233,1
28,171,233,1
26,13,301,1
53,63,133,1
40,37,184,1
34,67,298,1
37,280,21,1
30,124,2,1
53,16,127,1
59,245,128,0
46,193,63,1
18,238,125,1
63,122,314,1
58,46,226,1
43,10,49,1
51,150,64,1
62,42,315,1
40,28,202,1
31,132,158,1
47,112,93,1
23,316,114,1
39,124,200,1
57,7,173,1
29,75,308,1
34,316,30,1
40,338,302,1
31,43,82,1
44,107,82,1
47,101,284,1
54,335,344,1
52,101,13,1
37,141,287,1
54,91,95,1
33,315,217,1
51,124,242,1
54,31,242,1
26,45,59,1
37,337,73,1
20,30,62,1
34,306,318,1
64,76,335,1
50,347,57,1
25,303,302,1
64,90,94,0
32,331,199,1
20,65,132,1
49,105,281,1
45,64,43,1
44,83,318,1
21,12,305,1
63,337,122,0
19,255,68,1
20,206,144,1
20,239,52,1
58,273,132,0
50,171,222,1
62,291,80,0
50,3,99,1
36,59,327,1
55,341,255,1
28,333,318,1
32,166,327,1
55,88,279,1
51,280,103,0
43,136,115,1
64,233,74,0
47,349,200,1
20,232,120,1
26,192,217,1
62,131,222,1
53,161,79,1
25,144,227,1
34,49,138,1
49,265,7,1
29,169,222,1
47,166,36,1
39,156,134,1
30,203,202,1
22,41,168,1
27,51,305,1
21,315,126,1
43,261,357,1
44,95,87,1
52,23,73,1
28,127,91,1
52,242,273,1
62,77,10,1
64,66,198,1
22,47,88,1
31,351,76,1
45,6,265,1
35,117,238,1
20,106,85,1
47,302,320,1
55,4,313,1
38,342,114,1
60,249,74,0
20,1,213,1
25,135,338,1
23,191,329,1
54,116,44,1
24,55,27,1
53,307,122,0
34,95,137,1
52,167,260,1
43,211,338,1
40,221,207,1
22,21,147,1
23,121,125,1
31,178,215,1
60,99,105,1
48,87,26,1
50,348,47,1
59,217,356,1
38,25,40,1
21,179,31,1
19,210,28,1
41,30,102,1
23,330,68,1
57,233,7,1
38,338,180,1
39,263,308,1
62,72,140,1
62,25,347,1
33,199,126,1
32,322,320,1
21,300,333,1
55,326,198,1
65,213,279,1
57,281,73,0
25,277,215,1
50,283,15,1
58,273,193,0
60,218,20,0
62,208,246,1
55,42,133,1
29,322,169,1
61,296,97,0
62,94,129,1
31,155,98,1
23,163,348,1
24,63,177,1
40,180,96,1
34,96,40,1
40,276,298,1
22,189,209,1
34,265,198,1
50,311,75,0
52,331,182,1
38,15,67,1
28,60,355,1
19,103,58,1
64,25,220,1
24,104,308,1
39,142,96,1
52,331,194,1
20,182,128,1
22,91,326,1
56,267,239,1
25,280,7,1
39,215,267,1
25,43,212,1
26,344,134,1
19,105,170,1
47,153,55,1
21,209,176,1
35,214,240,1
52,218,55,0
59,286,294,1
48,21,284,1
45,317,66,1
52,160,243,1
59,89,167,1
28,346,127,1
21,345,123,1
39,188,51,1
20,294,237,1
63,115,256,1
18,241,294,1
36,217,109,1
53,289,211,1
30,190,208,1
46,278,140,0
32,175,81,1
44,310,313,1
35,194,79,1
45,41,90,1
62,119,296,1
37,311,200,1
19,304,356,1
21,185,91,1
50,251,58,0
58,108,92,1
49,253,217,1
49,231,109,0
56,214,146,1
61,110,252,1
50,272,291,1
52,99,269,1
54,11,17,1
59,137,276,1
22,279,335,1
55,111,42,1
18,219,46,1
47,150,101,1
61,178,99,0
30,249,13,1
35,310,270,1
65,265,20,0
52,35,69,1
46,57,109,1
31,247,75,1
37,7,288,1
44,284,60,0
40,225,68,1
65,92,106,1
59,107,83,1
38,236,150,1
57,55,241,1
22,293,345,1
28,211,39,1
38,259,99,0
37,82,281,1
36,223,88,1
24,208,172,1
52,95,43,1
48,28,118,1
46,175,263,1
20,204,87,1
41,96,270,1
29,186,119,1
55,232,274,1
33,5,214,1
37,344,216,1
28,137,35,1
44,196,252,1
50,78,121,1
31,311,349,1
36,172,247,1
53,10,182,1
37,287,264,1
60,274,330,1
54,350,152,1
40,51,229,1
55,327,15,1
50,230,130,1
27,137,236,1
51,124,50,1
24,309,218,1
63,299,182,0
51,121,75,1
62,103,110,1
60,292,359,1
49,314,227,1
21,320,193,1
33,353,60,1
34,314,230,1
40,64,163,1
29,132,235,1
38,92,226,1
20,70,282,1
33,19,43,1
46,5,154,1
21,33,258,1
45,201,328,1
19,122,350,1
25,55,306,1
44,16,209,1
50,333,40,1
38,288,331,1
54,244,93,0
63,203,110,0
46,302,14,1
43,220,297,1
22,243,158,1
64,98,140,1
29,253,259,1
35,239,13,1
26,349,186,1
60,130,278,1
27,181,84,1
22,266,295,1
48,292,35,1
30,299,25,1
24,25,108,1
34,129,15,1
55,70,9,1
50,105,115,1
57,147,38,1
21,295,62,1
62,336,186,1
47,113,260,1
28,40,301,1
58,155,170,1
35,15,1,1
26,18,162,1
26,15,183,1
52,47,127,1
30,145,263,1
37,332,138,1
51,280,51,0
61,136,232,1
25,218,317,1
18,132,39,1
43,143,163,1
56,25,209,1
37,18,13,1
61,313,341,1
40,333,180,1
34,21,204,1
31,95,96,1
20,318,332,1
44,53,260,1
63,338,303,1
25,91,273,1
21,92,237,1
62,53,40,1
41,79,231,1
57,154,99,1
48,56,128,1
59,308,76,0
64,298,62,0
26,24,91,1
19,211,96,1
41,1,281,1
31,145,293,1
53,160,51,1
19,321,203,1
60,91,131,1
43,41,94,1
28,260,76,1
50,182,298,1
44,40,34,1
61,212,18,0
22,108,19,1
50,202,87,1
49,254,306,1
26,304,166,1
28,200,328,1
62,67,335,1
48,276,30,1
44,153,40,1
27,270,196,1
31,280,275,1
42,180,111,1
18,229,135,1
40,323,176,1
32,352,46,1
25,275,299,1
35,359,273,1
37,7,222,1
53,236,353,1
47,100,47,1
61,267,310,1
53,62,301,1
57,11,152,1
29,129,139,1
28,2,16,1
32,38,218,1
28,126,77,1
21,53,22,1
57,296,74,0
32,287,182,1
64,184,27,1
24,248,112,1
21,105,123,1
44,26,47,1
33,230,351,1
49,352,86,1
20,142,273,1
33,16,251,1
38,113,159,1
21,240,138,1
34,236,15,1
59,263,343,0
42,47,202,1
51,266,242,1
61,163,202,1
48,105,309,1
51,347,1,1
18,74,97,1
25,248,329,1
46,326,159,1
35,128,117,1
46,190,341,1
51,260,149,1
29,276,8,1
41,155,268,1
51,359,214,1
25,226,108,1
26,147,36,1
42,146,261,1
57,270,256,1
57,347,289,1
22,47,265,1
35,141,256,1
36,243,77,0
32,10,268,1
32,231,263,1
54,9,205,1
29,47,260,1
55,296,271,1
47,6,177,1
32,243,61,1
50,87,336,1
41,221,177,1
22,222,136,1
45,185,342,1
39,175,25,1
51,11,337,1
20,219,310,1
64,328,166,0
36,94,335,1
25,44,77,1
36,93,40,1
38,48,94,1
29,46,28,1
58,158,84,0
57,233,334,1
21,69,192,1
31,234,134,1
18,70,210,1
42,148,289,1
43,288,30,1
20,236,330,1
21,202,85,1
26,126,218,1
27,11,189,1
24,323,116,1
40,345,225,1
56,271,51,0
32,117,71,1
38,22,31,1
21,104,217,1
48,223,184,1
28,350,278,1
22,139,49,1
49,295,120,0
36,253,318,1
64,96,283,1
32,184,337,1
50,193,300,1
52,86,97,1
44,3,219,1
57,290,333,1
58,351,177,1
36,246,224,1
34,345,27,1
63,80,288,1
20,131,125,1
24,128,332,1
35,73,5,1
61,66,218,1
26,152,127,1
50,341,275,1
63,309,233,1
55,57,128,1
63,189,350,1
52,111,100,1
47,158,83,1
36,138,52,1
21,292,80,1
21,272,56,1
24,84,139,1
24,44,354,1
36,61,96,1
37,74,210,1
50,251,34,0
35,6,131,1
32,176,117,1
55,261,180,1
62,267,3,0
41,265,42,1
18,218,286,1
64,237,285,1
55,106,122,1
64,71,157,1
22,356,54,1
24,186,246,1
42,113,226,1
37,106,45,1
37,183,312,1
45,211,48,1
40,186,322,1
24,273,52,1
49,201,92,1
41,217,328,1
63,7,224,1
55,149,197,1
61,133,229,1
22,342,283,1
51,25,322,1
36,309,201,1
59,169,255,1
50,250,176,1
43,137,54,1
25,36,291,1
58,65,136,1
53,181,128,1
61,262,340,0
46,14,300,1
63,38,289,1
29,55,76,1
50,56,317,1
44,320,240,1
41,62,196,1
55,203,23,1
37,341,331,1
18,15,59,1
32,306,136,1
52,302,62,0
57,154,95,1
35,358,59,1
38,232,185,1
58,157,51,1
27,186,246,1
46,287,98,0
57,236,30,0
29,189,331,1
51,130,118,1
56,336,281,1
32,269,57,1
40,131,186,1
37,209,85,1
49,106,32,1
35,52,86,1
54,116,249,1
24,166,121,1
38,114,332,1
37,171,131,1
34,217,248,1
20,12,4,1
30,279,111,1
38,46,143,1
45,356,67,1
44,113,198,1
56,286,225,1
43,281,221,1
52,72,93,1
19,25,103,1
44,110,326,1
59,253,121,0
65,147,246,1
46,148,39,1
32,230,289,1
26,213,146,1
61,49,311,1
40,341,40,1
20,158,129,1
45,22,239,1
27,274,48,1
47,297,29,1
43,69,241,1
39,310,129,0
29,35,42,1
63,69,191,1
34,323,211,1
46,220,183,1
64,190,2,1
60,28,26,1
59,52,126,1
53,163,78,1
47,235,257,1
35,36,329,1
44,39,188,1
61,193,102,0
54,50,238,1
39,237,302,1
51,129,262,1
45,151,136,1
49,192,300,1
29,114,247,1
60,175,207,1
48,318,339,1
26,309,219,1
20,110,57,1
37,125,127,1
54,343,170,1
62,210,186,1
53,30,211,1
37,93,62,1
38,218,352,1
29,209,300,1
36,246,116,1
38,35,15,1
41,301,215,1
58,80,80,1
21,42,51,1
41,246,136,1
29,226,81,1
62,231,312,1
34,79,294,1
48,220,167,1
31,25,36,1
22,16,303,1
58,5,170,1
26,147,295,1
51,272,119,0
64,181,355,1
37,124,163,1
27,28,282,1
19,195,72,1
52,322,71,0
47,262,103,0
29,98,250,1
35,148,150,1
42,303,279,1
30,347,238,1
51,196,60,1
40,171,52,1
40,356,246,1
25,219,205,1
55,123,227,1
52,14,14,1
36,203,353,1
30,221,10,1
47,215,149,1
62,106,65,1
35,139,90,1
39,287,136,1
52,293,74,0
56,215,129,1
25,359,83,1
31,20,317,1
40,189,261,1
44,107,268,1
19,68,207,1
51,214,241,1
57,104,206,1
47,202,128,1
37,275,160,1
